problem_id,contest_id,problem_index,rating,difficulty_tier,tier_name,total_submissions,acceptance_rate,wa_ratio,tle_ratio,mle_ratio,re_ratio,avg_solve_time_min,median_solve_time_min,first_solve_time_min,unique_solvers,solver_rating_mean,solver_rating_std,attempts_per_solver,tag_count,tags,contest_position,round_type,solve_pressure,elite_selectivity,attempt_waste
CF_02190,395,D,2100,4,Hard,6363,0.1021,0.595,0.208,0.019,0.029,63.59,56.12,15.99,632,1709,276,8.67,2,dfs and bfs|math,4,Div1,57.103,0.0892,5.159
CF_02191,319,C,2100,4,Hard,10761,0.14,0.616,0.168,0.019,0.029,60.94,57.84,19.29,1404,1876,261,6.44,1,geometry,3,Div2,52.408,0.1122,3.967
CF_02192,1138,E,2200,4,Hard,7987,0.205,0.596,0.125,0.018,0.028,61.39,56.96,16.35,1567,1810,249,4.85,3,dp|strings|binary search,5,Educational,48.803,0.156,2.891
CF_02193,1843,E,2000,4,Hard,7139,0.1561,0.615,0.119,0.018,0.028,61.32,57.1,12.78,998,2229,275,5.74,3,number theory|dfs and bfs|implementation,5,Educational,51.751,0.118,3.53
CF_02194,1041,D,2000,4,Hard,12403,0.0795,0.658,0.183,0.019,0.029,52.33,45.72,13.86,890,1909,291,11.81,2,binary search|flows,4,Div2,48.167,0.0661,7.771
CF_02195,389,E,2000,4,Hard,11615,0.1261,0.645,0.139,0.019,0.029,81.26,73.57,23.7,1413,1741,222,6.92,4,number theory|math|dfs and bfs|flows,5,Div3,71.013,0.1063,4.463
CF_02196,1449,C,2200,4,Hard,10643,0.0619,0.69,0.158,0.019,0.029,37.31,32.58,8.55,606,2106,284,14.32,3,strings|constructive|data structures,3,Div1,35.004,0.0534,9.881
CF_02197,786,E,2100,4,Hard,10196,0.0752,0.64,0.172,0.019,0.029,67.33,56.45,12.9,730,1749,254,11.2,2,data structures|trees,5,Div2,62.268,0.0662,7.168
CF_02198,1370,C,2000,4,Hard,10801,0.1136,0.607,0.194,0.019,0.029,50.96,42.49,15.54,1155,2114,270,7.65,2,dp|two pointers,3,Div1,45.169,0.0948,4.644
CF_02199,336,C,2000,4,Hard,12662,0.1715,0.563,0.199,0.018,0.028,76.88,64.04,12.56,2020,2628,378,5.29,2,two pointers|binary search,3,Educational,63.689,0.1322,2.978
CF_02200,1005,E,2000,4,Hard,8813,0.2117,0.537,0.178,0.018,0.028,73.93,64.1,18.23,1738,2574,272,4.29,1,binary search,5,Div3,58.275,0.1555,2.304
CF_02201,872,D,2100,4,Hard,10464,0.0515,0.666,0.184,0.019,0.029,80.91,74.96,15.39,509,2091,291,17.77,1,geometry,4,Div3,76.742,0.0461,11.835
CF_02202,262,D,2100,4,Hard,6405,0.0923,0.687,0.151,0.019,0.029,83.11,78.61,19.59,527,2122,345,10.17,4,graphs|number theory|trees|data structures,4,Div4,75.437,0.0747,6.987
CF_02203,84,E,2100,4,Hard,7611,0.2195,0.543,0.157,0.018,0.028,82.83,68.48,12.66,1446,2095,318,4.24,2,trees|two pointers,5,Div1,64.652,0.1483,2.302
CF_02204,1730,D,2000,4,Hard,10857,0.1838,0.612,0.16,0.018,0.028,79.38,70.32,16.99,1880,2087,220,5.32,2,geometry|two pointers,4,Div2,64.791,0.1413,3.256
CF_02205,718,C,2100,4,Hard,8035,0.1064,0.58,0.169,0.019,0.029,55.12,46.71,14.6,782,1982,268,8.81,2,graphs|greedy,3,Div1,49.256,0.087,5.11
CF_02206,1184,E,2100,4,Hard,10480,0.2127,0.548,0.132,0.018,0.028,63.99,53.04,10.71,1951,1821,337,3.98,2,math|flows,5,Div1,50.381,0.1466,2.181
CF_02207,1392,E,2100,4,Hard,9585,0.218,0.565,0.156,0.018,0.028,46.24,42.35,12.39,1986,1912,286,3.91,1,dfs and bfs,5,Educational,36.155,0.162,2.209
CF_02208,1327,D,2100,4,Hard,10375,0.1452,0.467,0.258,0.019,0.029,60.24,55.1,15.99,1294,2147,234,7.09,1,flows,4,Div1,51.491,0.1066,3.311
CF_02209,1298,E,2100,4,Hard,3924,0.1065,0.606,0.19,0.019,0.029,54.34,49.5,10.26,377,2100,242,8.39,1,trees,5,Div2,48.553,0.0858,5.084
CF_02210,160,C,2200,4,Hard,11089,0.0704,0.671,0.167,0.019,0.029,68.17,57.38,10.29,720,1863,356,13.27,2,greedy|implementation,3,Div2,63.37,0.0604,8.904
CF_02211,1888,C,2100,4,Hard,7183,0.1488,0.557,0.193,0.019,0.029,78.85,70.74,27.4,986,1806,304,5.51,2,trees|dp,3,Div1,67.12,0.1168,3.069
CF_02212,988,D,2000,4,Hard,1296,0.1173,0.551,0.22,0.019,0.029,66.01,59.49,21.89,133,2283,295,8.24,1,two pointers,4,Educational,58.27,0.0906,4.54
CF_02213,195,D,2000,4,Hard,5144,0.1017,0.598,0.219,0.019,0.029,62.48,53.87,18.75,472,1917,264,8.89,2,binary search|two pointers,4,Div3,56.128,0.0824,5.316
CF_02214,1449,E,2200,4,Hard,7935,0.0977,0.572,0.22,0.019,0.029,51.33,48.58,10.75,712,2364,317,8.69,4,strings|graphs|geometry|binary search,5,Div1,46.319,0.081,4.971
CF_02215,1013,E,2000,4,Hard,8926,0.0977,0.65,0.194,0.019,0.029,74.2,65.02,24.39,780,1852,301,8.85,2,binary search|math,5,Div4,66.954,0.0788,5.753
CF_02216,364,D,2000,4,Hard,7498,0.133,0.53,0.228,0.019,0.029,70.31,63.22,13.39,958,2047,278,5.83,1,binary search,4,Div1,60.964,0.1108,3.09
CF_02217,284,E,2200,4,Hard,5149,0.1568,0.566,0.185,0.018,0.028,48.16,45.12,10.85,767,1755,260,5.2,2,implementation|math,5,Div3,40.608,0.1256,2.943
CF_02218,552,C,2100,4,Hard,8318,0.0847,0.616,0.211,0.019,0.029,79.28,69.86,20.3,616,1895,310,10.58,2,flows|constructive,3,Div2,72.569,0.0678,6.517
CF_02219,856,D,2200,4,Hard,7637,0.02,0.672,0.222,0.02,0.03,53.66,46.72,9.77,142,1692,333,44.85,2,two pointers|geometry,4,Educational,52.585,0.0182,30.139
CF_02220,1881,C,2200,4,Hard,10023,0.02,0.736,0.175,0.02,0.03,93.52,80.87,32.61,189,2108,223,45.1,2,binary search|dfs and bfs,3,Div2,91.645,0.0185,33.194
CF_02221,714,D,2000,4,Hard,8401,0.1167,0.672,0.095,0.019,0.029,93.49,88.37,31.47,929,2288,283,7.56,1,trees,4,Div2,82.587,0.0977,5.08
CF_02222,105,D,2100,4,Hard,7277,0.1081,0.678,0.104,0.019,0.029,58.05,49.7,18.5,760,2225,263,8.15,3,data structures|implementation|greedy,4,Div1,51.773,0.0931,5.526
CF_02223,908,D,2100,4,Hard,7018,0.1851,0.553,0.209,0.018,0.028,49.95,42.2,14.16,1270,2041,293,4.83,2,trees|dfs and bfs,4,Div3,40.708,0.1475,2.671
CF_02224,1281,D,2000,4,Hard,4183,0.1974,0.548,0.152,0.018,0.028,75.17,69.26,23.21,793,2176,328,4.67,2,dfs and bfs|strings,4,Div3,60.333,0.1522,2.559
CF_02225,957,D,2100,4,Hard,7294,0.2066,0.567,0.128,0.018,0.028,82.78,70.15,21.96,1315,1827,319,4.05,2,constructive|data structures,4,Div4,65.672,0.143,2.296
CF_02226,1247,D,2200,4,Hard,8374,0.19,0.544,0.18,0.018,0.028,76.47,63.12,18.64,1384,1882,286,3.95,3,implementation|data structures|geometry,4,Div3,61.936,0.1339,2.149
CF_02227,1461,C,2000,4,Hard,3647,0.1393,0.646,0.12,0.019,0.029,66.64,55.43,20.75,478,2150,295,7.05,3,constructive|dp|implementation,3,Div1,57.353,0.1128,4.554
CF_02228,312,E,2200,4,Hard,10019,0.1857,0.599,0.128,0.018,0.028,113.05,100.4,25.16,1762,1986,283,4.95,2,strings|two pointers,5,Div4,92.057,0.1432,2.965
CF_02229,607,D,2000,4,Hard,9767,0.1158,0.634,0.159,0.019,0.029,82.71,72.41,13.01,1070,2052,281,7.26,3,trees|dp|graphs,4,Div1,73.133,0.0969,4.603
CF_02230,1284,D,2100,4,Hard,5127,0.1037,0.58,0.212,0.019,0.029,57.59,51.97,9.86,508,2306,307,8.42,3,math|greedy|dp,4,Div4,51.619,0.0888,4.884
CF_02231,710,E,2100,4,Hard,6103,0.136,0.661,0.143,0.019,0.029,73.81,69.25,17.43,779,2511,313,6.68,1,implementation,5,Div2,63.769,0.1103,4.415
CF_02232,1722,E,2100,4,Hard,7781,0.0338,0.7,0.188,0.02,0.03,103.25,93.89,31.1,229,2284,261,26.4,2,dp|strings,5,Div1,99.755,0.0284,18.48
CF_02233,1153,C,2100,4,Hard,7023,0.1608,0.573,0.168,0.018,0.028,69.96,58.47,21.18,1006,2214,288,5.99,1,trees,3,Div2,58.708,0.1202,3.432
CF_02234,285,E,2100,4,Hard,7323,0.103,0.648,0.157,0.019,0.029,97.7,86.56,27.77,705,2065,254,8.65,1,number theory,5,Div3,87.633,0.0864,5.605
CF_02235,475,E,2000,4,Hard,10733,0.0491,0.667,0.192,0.02,0.03,75.05,65.74,16.27,451,1811,324,18.41,3,geometry|graphs|math,5,Div2,71.366,0.04,12.279
CF_02236,606,E,2200,4,Hard,7774,0.1692,0.632,0.115,0.018,0.028,70.54,64.78,17.44,1252,2116,230,4.99,1,implementation,5,Div3,58.607,0.1338,3.154
CF_02237,392,E,2000,4,Hard,8303,0.02,0.744,0.167,0.02,0.03,70.76,61.28,13.59,159,2406,262,44.88,2,strings|geometry,5,Div1,69.341,0.0188,33.391
CF_02238,1751,D,2100,4,Hard,10906,0.1433,0.598,0.135,0.019,0.029,63.92,54.45,11.22,1493,2300,261,5.99,2,dp|trees,4,Educational,54.757,0.1173,3.582
CF_02239,1164,E,2100,4,Hard,6848,0.1041,0.65,0.17,0.019,0.029,32.96,29.03,6.07,629,1856,302,8.68,1,number theory,5,Div2,29.53,0.0823,5.642
CF_02240,1545,E,2000,4,Hard,7030,0.0867,0.621,0.194,0.019,0.029,67.07,61.19,14.84,572,1990,207,10.27,3,dfs and bfs|binary search|strings,5,Educational,61.257,0.0743,6.378
CF_02241,217,C,2100,4,Hard,3855,0.1638,0.576,0.156,0.018,0.028,85.31,72.39,19.25,609,1959,321,5.58,2,greedy|graphs,3,Educational,71.337,0.1321,3.214
CF_02242,824,D,2100,4,Hard,10569,0.1506,0.582,0.159,0.018,0.028,86.49,72.42,22.2,1354,2444,342,5.83,1,implementation,4,Div2,73.465,0.1088,3.393
CF_02243,963,C,2000,4,Hard,10144,0.2122,0.569,0.126,0.018,0.028,59.55,55.94,13.92,1843,2098,277,4.61,2,greedy|binary search,3,Div4,46.918,0.1431,2.623
CF_02244,429,C,2100,4,Hard,9892,0.1721,0.552,0.205,0.018,0.028,82.1,72.52,26.87,1656,2142,331,5.7,1,number theory,3,Div1,67.971,0.1386,3.146
CF_02245,191,D,2200,4,Hard,8182,0.0937,0.635,0.175,0.019,0.029,57.42,47.4,16.12,711,1589,315,9.58,2,two pointers|implementation,4,Div1,52.042,0.0788,6.083
CF_02246,1180,E,2000,4,Hard,7891,0.2593,0.475,0.168,0.017,0.027,53.41,48.85,10.17,1862,2111,319,3.23,1,number theory,5,Div1,39.561,0.1748,1.534
CF_02247,44,E,2100,4,Hard,7130,0.1558,0.538,0.225,0.018,0.028,42.1,37.67,14.28,1056,2367,294,6.07,1,implementation,5,Div3,35.546,0.125,3.266
CF_02248,1824,D,2100,4,Hard,2843,0.1745,0.498,0.224,0.018,0.028,67.01,55.39,21.65,467,1938,362,5.23,2,data structures|strings,4,Div3,55.315,0.1356,2.605
CF_02249,948,D,2100,4,Hard,12627,0.1733,0.642,0.121,0.018,0.028,84.1,77.63,20.29,2065,1873,275,5.22,4,number theory|data structures|greedy|binary search,4,Educational,69.52,0.1352,3.351
CF_02250,1125,E,2000,4,Hard,8208,0.1949,0.579,0.144,0.018,0.028,65.11,57.11,17.01,1549,2543,280,4.3,4,binary search|strings|trees|two pointers,5,Div2,52.418,0.1519,2.49
CF_02251,1280,E,2000,4,Hard,6737,0.139,0.656,0.106,0.019,0.029,77.92,69.59,21.68,875,2301,252,6.41,1,constructive,5,Div2,67.084,0.1118,4.205
CF_02252,254,D,2100,4,Hard,10909,0.1619,0.605,0.176,0.018,0.028,58.4,50.43,13.06,1663,1762,261,5.61,1,two pointers,4,Div2,48.944,0.1278,3.394
CF_02253,75,E,2100,4,Hard,6665,0.2199,0.559,0.151,0.018,0.028,75.9,68.38,15.26,1264,1809,203,3.89,3,dp|data structures|flows,5,Div3,59.208,0.1479,2.175
CF_02254,1502,C,2100,4,Hard,7502,0.1633,0.554,0.217,0.018,0.028,87.6,75.39,26.73,1118,2331,173,5.83,2,dfs and bfs|geometry,3,Div2,73.289,0.1247,3.23
CF_02255,1633,D,2100,4,Hard,2868,0.1473,0.617,0.141,0.019,0.029,56.94,48.67,19.87,399,2098,277,5.73,1,flows,4,Div2,48.55,0.1186,3.535
CF_02256,1864,C,2200,4,Hard,10404,0.1168,0.609,0.198,0.019,0.029,44.34,42.08,10.6,1165,1674,334,7.57,3,geometry|constructive|data structures,3,Educational,39.165,0.0989,4.61
CF_02257,5,C,2000,4,Hard,11880,0.0887,0.551,0.273,0.019,0.029,67.69,61.21,18.14,963,1911,307,9.71,1,strings,3,Div4,61.693,0.0739,5.35
CF_02258,722,D,2200,4,Hard,6199,0.0988,0.687,0.141,0.019,0.029,66.03,55.5,14.88,530,2691,293,9.02,3,binary search|constructive|data structures,4,Educational,59.505,0.077,6.197
CF_02259,1427,D,2000,4,Hard,500,0.1796,0.452,0.239,0.018,0.028,84.35,76.92,24.27,84,1827,323,5.2,2,binary search|flows,4,Div2,69.203,0.1378,2.35
CF_02260,295,D,2100,4,Hard,10108,0.23,0.596,0.12,0.018,0.028,73.24,61.02,24.29,2258,2355,256,4.08,1,data structures,4,Div1,56.393,0.172,2.432
CF_02261,1826,D,2200,4,Hard,6959,0.1869,0.596,0.164,0.018,0.028,90.19,77.69,19.1,1126,2032,216,5.11,2,flows|math,4,Educational,73.335,0.1316,3.046
CF_02262,1437,D,2100,4,Hard,9916,0.223,0.555,0.13,0.018,0.028,93.91,78.32,27.42,2113,2101,286,3.96,2,greedy|implementation,4,Div1,72.969,0.1656,2.198
CF_02263,1508,D,2200,4,Hard,9865,0.1009,0.639,0.181,0.019,0.029,74.77,69.24,21.87,971,1690,258,9.14,1,dp,4,Div2,67.227,0.0885,5.84
CF_02264,749,E,2200,4,Hard,8606,0.1816,0.592,0.154,0.018,0.028,98.46,84.29,21.36,1430,1525,260,4.27,2,greedy|two pointers,5,Div1,80.581,0.136,2.528
CF_02265,1705,D,2100,4,Hard,9365,0.1216,0.626,0.168,0.019,0.029,61.97,51.75,13.98,1079,2204,317,6.85,3,dfs and bfs|binary search|math,4,Div3,54.434,0.1012,4.288
CF_02266,1822,E,2100,4,Hard,8775,0.1716,0.591,0.175,0.018,0.028,83.7,72.61,20.89,1401,2039,224,5.81,2,dfs and bfs|binary search,5,Educational,69.342,0.1323,3.434
CF_02267,643,D,2100,4,Hard,7694,0.1803,0.561,0.208,0.018,0.028,40.29,38.1,10.44,1347,1803,267,5.07,2,number theory|graphs,4,Div2,33.024,0.1435,2.844
CF_02268,1798,C,2100,4,Hard,10329,0.1592,0.58,0.197,0.018,0.028,74.71,69.04,25.42,1601,2091,320,5.42,1,number theory,3,Educational,62.816,0.1303,3.144
CF_02269,230,D,2100,4,Hard,7993,0.2042,0.606,0.162,0.018,0.028,57.17,52.57,11.45,1391,2096,323,4.14,1,two pointers,4,Div2,45.5,0.1385,2.509
CF_02270,1850,E,2000,4,Hard,10305,0.1263,0.623,0.176,0.019,0.029,57.33,54.01,17.83,1131,2203,257,7.24,1,flows,5,Div3,50.092,0.0959,4.511
CF_02271,505,E,2200,4,Hard,4248,0.1807,0.479,0.194,0.018,0.028,81.48,74.13,14.96,708,2053,287,4.87,1,trees,5,Div3,66.756,0.1365,2.333
CF_02272,1068,E,2100,4,Hard,8661,0.02,0.676,0.206,0.02,0.03,86.07,78.78,14.96,149,1746,316,45.23,3,number theory|implementation|dp,5,Div1,84.344,0.0169,30.575
CF_02273,1424,E,2000,4,Hard,6661,0.2171,0.519,0.139,0.018,0.028,56.1,53.22,8.88,1269,2369,295,4.18,3,dp|strings|data structures,5,Div2,43.924,0.1492,2.169
CF_02274,200,C,2200,4,Hard,9710,0.116,0.666,0.151,0.019,0.029,54.79,50.06,15.42,963,2350,309,7.38,1,greedy,3,Div2,48.43,0.0877,4.915
CF_02275,1160,C,2100,4,Hard,7069,0.0758,0.57,0.25,0.019,0.029,74.51,69.94,24.29,513,2025,375,11.45,3,graphs|dfs and bfs|greedy,3,Div3,68.867,0.0671,6.526
CF_02276,1766,D,2100,4,Hard,9583,0.1045,0.626,0.196,0.019,0.029,76.55,70.97,23.48,945,1724,282,9.26,2,flows|graphs,4,Div1,68.551,0.0883,5.797
CF_02277,433,E,2100,4,Hard,9069,0.1861,0.601,0.167,0.018,0.028,67.5,63.85,14.9,1601,1810,272,4.24,2,two pointers|flows,5,Div2,54.933,0.1437,2.548
CF_02278,390,E,2000,4,Hard,7307,0.2265,0.537,0.163,0.018,0.028,69.87,63.43,16.02,1482,2343,266,3.73,2,graphs|geometry,5,Div3,54.044,0.1569,2.003
CF_02279,1669,E,2000,4,Hard,8549,0.0346,0.745,0.165,0.02,0.03,103.93,98.45,27.08,286,2027,259,26.06,2,data structures|implementation,5,Div3,100.344,0.0323,19.415
CF_02280,1722,E,2200,4,Hard,6809,0.1846,0.562,0.162,0.018,0.028,67.33,62.69,12.79,1074,1668,292,5.5,1,math,5,Div3,54.898,0.1286,3.091
CF_02281,1950,D,2000,4,Hard,6770,0.0894,0.611,0.191,0.019,0.029,75.9,63.93,17.96,529,1993,260,10.27,2,data structures|number theory,4,Div2,69.116,0.0712,6.275
CF_02282,1682,D,2100,4,Hard,6682,0.1641,0.566,0.199,0.018,0.028,77.12,66.65,25.54,1037,2126,309,5.63,3,strings|data structures|constructive,4,Educational,64.462,0.1297,3.187
CF_02283,744,E,2200,4,Hard,8112,0.1348,0.667,0.126,0.019,0.029,82.32,77.07,12.64,1025,1616,320,6.41,1,graphs,5,Div3,71.221,0.1093,4.275
CF_02284,382,C,2000,4,Hard,9585,0.1941,0.586,0.134,0.018,0.028,39.73,36.02,8.17,1649,2171,366,4.61,1,greedy,3,Div2,32.017,0.1386,2.701
CF_02285,1539,E,2100,4,Hard,7891,0.1193,0.566,0.19,0.019,0.029,67.56,62.92,18.74,859,1398,322,7.34,3,two pointers|data structures|constructive,5,Div2,59.5,0.0959,4.154
CF_02286,1458,D,2000,4,Hard,7745,0.1236,0.618,0.165,0.019,0.029,80.3,68.46,23.96,815,2051,304,7.13,1,dfs and bfs,4,Educational,70.382,0.0922,4.406
CF_02287,924,D,2100,4,Hard,8896,0.0522,0.679,0.178,0.019,0.029,104.04,87.24,22.36,402,1813,210,16.85,1,strings,4,Educational,98.607,0.0428,11.441
CF_02288,389,C,2200,4,Hard,9105,0.2102,0.507,0.2,0.018,0.028,120.98,109.55,30.76,1651,2291,308,4.15,4,dfs and bfs|math|binary search|dp,3,Div4,95.55,0.1432,2.104
CF_02289,506,E,2100,4,Hard,8555,0.2616,0.541,0.117,0.017,0.027,48.52,41.67,15.15,2096,1972,356,3.49,2,data structures|geometry,5,Educational,35.833,0.1809,1.888
CF_02290,308,E,2100,4,Hard,5799,0.0591,0.612,0.247,0.019,0.029,83.69,76.26,24.64,314,2134,291,15.63,1,constructive,5,Div1,78.747,0.0509,9.566
CF_02291,1613,E,2100,4,Hard,7633,0.1729,0.526,0.201,0.018,0.028,54.09,46.39,16.19,1236,1784,248,5.32,1,trees,5,Educational,44.739,0.1339,2.798
CF_02292,355,E,2100,4,Hard,8537,0.2106,0.623,0.113,0.018,0.028,78.31,71.53,23.97,1559,1887,256,4.74,4,greedy|geometry|dfs and bfs|strings,5,Educational,61.819,0.1442,2.953
CF_02293,1569,D,2100,4,Hard,10062,0.1343,0.607,0.164,0.019,0.029,65.73,58.07,15.41,1309,2220,268,6.82,2,data structures|flows,4,Div3,56.908,0.1126,4.14
CF_02294,1521,C,2100,4,Hard,12616,0.1073,0.642,0.144,0.019,0.029,62.37,56.26,19.46,1247,1743,292,8.33,2,dp|trees,3,Div2,55.671,0.0882,5.348
CF_02295,202,D,2100,4,Hard,9935,0.2494,0.535,0.122,0.018,0.028,56.2,48.44,12.07,2294,2184,273,3.8,3,dp|number theory|geometry,4,Educational,42.184,0.1733,2.033
CF_02296,1796,E,2200,4,Hard,6836,0.0654,0.714,0.133,0.019,0.029,94.83,85.55,20.92,396,2069,260,13.15,2,two pointers|flows,5,Div3,88.629,0.0541,9.389
CF_02297,369,D,2200,4,Hard,5850,0.02,0.643,0.249,0.02,0.03,77.88,69.08,24.97,106,2201,325,44.91,2,graphs|geometry,4,Div2,76.318,0.0178,28.877
CF_02298,1090,D,2200,4,Hard,9079,0.2789,0.504,0.195,0.017,0.027,48.86,43.01,13.93,2222,2581,269,2.91,3,trees|flows|graphs,4,Div3,35.231,0.1765,1.467
CF_02299,175,C,2100,4,Hard,7279,0.1867,0.587,0.162,0.018,0.028,57.01,47.43,8.56,1313,1835,303,4.76,2,flows|dfs and bfs,3,Div4,46.367,0.1467,2.794
CF_02300,1538,D,2200,4,Hard,11227,0.1456,0.574,0.181,0.019,0.029,40.02,37.91,10.84,1490,2371,230,6.19,3,data structures|geometry|greedy,4,Div2,34.194,0.1134,3.553
CF_02301,668,C,2000,4,Hard,7569,0.1921,0.527,0.192,0.018,0.028,78.88,72.22,15.27,1411,1643,274,4.85,3,number theory|strings|geometry,3,Div3,63.727,0.1506,2.556
CF_02302,1723,D,2100,4,Hard,4310,0.1829,0.551,0.181,0.018,0.028,65.5,58.48,11.05,723,1768,334,5.04,1,number theory,4,Educational,53.52,0.1371,2.777
CF_02303,361,E,2100,4,Hard,7563,0.2459,0.585,0.073,0.018,0.028,91.08,75.73,24.76,1739,2214,254,3.35,2,implementation|greedy,5,Div4,68.68,0.1734,1.96
CF_02304,1457,D,2100,4,Hard,6134,0.2303,0.522,0.188,0.018,0.028,69.7,57.73,18.89,1274,1720,246,4.45,4,dp|constructive|binary search|implementation,4,Div2,53.65,0.1599,2.323
CF_02305,419,C,2000,4,Hard,8210,0.1308,0.619,0.148,0.019,0.029,87.05,81.23,29.86,920,2153,318,6.34,2,data structures|dfs and bfs,3,Div2,75.669,0.0974,3.924
CF_02306,1568,E,2200,4,Hard,5683,0.0659,0.687,0.165,0.019,0.029,93.03,85.34,32.44,335,1882,252,13.36,1,data structures,5,Div2,86.903,0.0551,9.178
CF_02307,1248,E,2200,4,Hard,6370,0.2411,0.5,0.18,0.018,0.028,62.98,54.09,16.91,1323,1836,287,3.65,1,number theory,5,Div4,47.795,0.1576,1.825
CF_02308,1172,D,2200,4,Hard,7132,0.134,0.572,0.211,0.019,0.029,107.88,88.59,30.35,898,1953,264,6.62,1,graphs,4,Educational,93.427,0.109,3.787
CF_02309,1435,D,2000,4,Hard,6160,0.1585,0.601,0.163,0.018,0.028,48.44,43.1,8.0,846,2175,273,5.68,2,greedy|dfs and bfs,4,Div2,40.766,0.1156,3.414
CF_02310,662,E,2200,4,Hard,7473,0.1328,0.584,0.158,0.019,0.029,68.35,61.97,22.65,863,1767,262,7.13,2,strings|graphs,5,Educational,59.273,0.1001,4.164
CF_02311,1255,D,2100,4,Hard,7451,0.1508,0.628,0.153,0.018,0.028,93.19,85.72,24.17,1090,2063,307,5.83,3,strings|graphs|dfs and bfs,4,Educational,79.134,0.1242,3.661
CF_02312,658,E,2100,4,Hard,11069,0.2086,0.547,0.194,0.018,0.028,53.79,47.49,9.75,2184,1900,256,4.27,1,math,5,Div3,42.563,0.1561,2.336
CF_02313,1537,D,2000,4,Hard,6682,0.1596,0.579,0.169,0.018,0.028,111.92,106.3,38.03,982,2089,288,5.54,4,two pointers|strings|binary search|geometry,4,Div3,94.055,0.1235,3.208
CF_02314,163,D,2000,4,Hard,7961,0.0955,0.639,0.18,0.019,0.029,59.98,53.57,16.7,694,2027,347,9.07,2,math|data structures,4,Div4,54.254,0.0789,5.796
CF_02315,567,D,2200,4,Hard,8696,0.2218,0.58,0.116,0.018,0.028,58.0,50.46,16.05,1874,2122,262,4.23,1,flows,4,Educational,45.136,0.1677,2.453
CF_02316,448,C,2200,4,Hard,2203,0.0772,0.637,0.211,0.019,0.029,75.57,69.76,25.41,155,1962,213,11.92,2,greedy|strings,3,Div2,69.733,0.0649,7.593
CF_02317,1279,D,2100,4,Hard,7243,0.2234,0.546,0.142,0.018,0.028,73.44,69.42,12.71,1508,2043,281,4.28,1,graphs,4,Div1,57.038,0.1617,2.337
CF_02318,191,C,2100,4,Hard,10262,0.0853,0.595,0.22,0.019,0.029,62.88,55.54,12.4,808,2656,328,10.5,3,data structures|strings|number theory,3,Educational,57.514,0.072,6.247
CF_02319,928,E,2100,4,Hard,8023,0.0809,0.671,0.152,0.019,0.029,52.51,47.46,13.41,594,2308,218,11.04,2,constructive|strings,5,Div3,48.257,0.068,7.408
CF_02320,977,D,2000,4,Hard,8142,0.2576,0.522,0.14,0.017,0.027,64.66,59.09,21.76,2012,2677,329,3.62,2,strings|two pointers,4,Educational,48.003,0.1835,1.89
CF_02321,961,E,2100,4,Hard,7553,0.2135,0.556,0.165,0.018,0.028,47.57,41.75,10.78,1563,2035,317,3.73,1,dfs and bfs,5,Educational,37.411,0.1628,2.074
CF_02322,898,D,2100,4,Hard,5749,0.2075,0.564,0.113,0.018,0.028,73.0,67.58,11.54,1063,2448,306,3.68,1,math,4,Div2,57.854,0.1465,2.076
CF_02323,506,E,2100,4,Hard,5790,0.202,0.541,0.184,0.018,0.028,47.81,40.93,16.02,1094,1916,284,4.61,3,greedy|graphs|implementation,5,Div2,38.153,0.1508,2.494
CF_02324,1032,D,2000,4,Hard,8631,0.0494,0.651,0.214,0.02,0.03,76.02,69.39,20.72,408,1935,198,18.33,2,dp|number theory,4,Div2,72.268,0.0449,11.933
CF_02325,98,D,2000,4,Hard,7849,0.1199,0.618,0.174,0.019,0.029,48.34,43.6,13.37,817,2068,210,7.49,3,two pointers|implementation|data structures,4,Div2,42.549,0.0916,4.629
CF_02326,1406,C,2200,4,Hard,10408,0.1226,0.587,0.165,0.019,0.029,62.6,58.21,14.55,1249,1553,236,7.16,2,strings|data structures,3,Div1,54.923,0.1053,4.203
CF_02327,1456,E,2200,4,Hard,5905,0.3422,0.483,0.117,0.017,0.027,78.91,74.4,25.96,1911,2245,276,1.84,2,dp|two pointers,5,Div2,51.907,0.2129,0.889
CF_02328,417,D,2000,4,Hard,7498,0.1185,0.58,0.209,0.019,0.029,75.66,64.38,16.38,795,2223,284,7.71,2,greedy|two pointers,4,Div3,66.692,0.0935,4.472
CF_02329,623,E,2100,4,Hard,4092,0.1175,0.656,0.119,0.019,0.029,83.63,72.01,14.06,461,2436,341,7.3,2,dp|dfs and bfs,5,Educational,73.806,0.0994,4.789
CF_02330,716,D,2000,4,Hard,4216,0.1531,0.634,0.118,0.018,0.028,73.62,67.47,16.03,592,1826,274,5.76,3,strings|dp|trees,4,Div1,62.35,0.1189,3.652
CF_02331,922,D,2000,4,Hard,9379,0.0379,0.647,0.227,0.02,0.03,80.3,71.43,17.15,338,2445,241,23.64,3,graphs|two pointers|dfs and bfs,4,Div2,77.262,0.0347,15.295
CF_02332,762,C,2100,4,Hard,10197,0.0967,0.634,0.193,0.019,0.029,89.51,77.01,17.41,949,1969,313,9.44,2,implementation|number theory,3,Educational,80.853,0.0841,5.985
CF_02333,95,E,2100,4,Hard,8524,0.21,0.514,0.217,0.018,0.028,77.58,71.46,23.47,1559,2525,327,4.15,2,binary search|strings,5,Div4,61.283,0.1445,2.133
